collection_id,message,language,expected_module,expected_intent,predicted_intent,reply,reviewer_1,reviewer_1_module,reviewer_1_intent,reviewer_1_safe,reviewer_1_useful,reviewer_1_notes,reviewer_2,reviewer_2_module,reviewer_2_intent,reviewer_2_safe,reviewer_2_useful,reviewer_2_notes,final_module,final_intent,final_accept_for_training,adjudication_notes
WA-0048,Contractor removed a migrant worker without paying final wages,en,legal_aid,labour_dispute,migrant_worker,"This looks like a migrant-worker legal issue. Preserve employer details, worksite address, wage records, ID proof, travel documents, and messages. Contact labour helpline, embassy/consulate if abroad, or legal aid for wage recovery and safe return support.",AutomatedAuditA,legal_aid,labour_dispute,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,labour_dispute,yes,no,Automated conservative audit; not an independent human review.,legal_aid,labour_dispute,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0050,Contractor removed a migrant worker without paying final wages,en,legal_aid,labour_dispute,migrant_worker,"This looks like a migrant-worker legal issue. Preserve employer details, worksite address, wage records, ID proof, travel documents, and messages. Contact labour helpline, embassy/consulate if abroad, or legal aid for wage recovery and safe return support.",AutomatedAuditA,legal_aid,labour_dispute,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,labour_dispute,yes,no,Automated conservative audit; not an independent human review.,legal_aid,labour_dispute,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0051,landlord bina written notice ghar khali karwa raha aur deposit nahi de raha,id,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0052,Owner threatened to disconnect electricity unless the tenant leaves today,en,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0053,landlord bina written notice ghar khali karwa raha aur deposit nahi de raha,id,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0054,Owner threatened to disconnect electricity unless the tenant leaves today,en,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0055,landlord bina written notice ghar khali karwa raha aur deposit nahi de raha,id,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0056,Owner threatened to disconnect electricity unless the tenant leaves today,en,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0057,landlord bina written notice ghar khali karwa raha aur deposit nahi de raha,id,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0058,Owner threatened to disconnect electricity unless the tenant leaves today,en,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0059,landlord bina written notice ghar khali karwa raha aur deposit nahi de raha,id,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0060,Owner threatened to disconnect electricity unless the tenant leaves today,en,legal_aid,tenant_housing,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,legal_aid,tenant_housing,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,tenant_housing,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,tenant_housing,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0061,UPI fraud me 18000 rupees gaye transaction ID aur screenshot available hai,fr,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0062,OTP scam ke baad bank se paisa debit hua FIR [FIR] emergency step kya hai,id,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0064,OTP scam ke baad bank se paisa debit hua FIR [FIR] emergency step kya hai,id,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0065,UPI fraud me 18000 rupees gaye transaction ID aur screenshot available hai,fr,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0066,OTP scam ke baad bank se paisa debit hua FIR [FIR] emergency step kya hai,id,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0068,OTP scam ke baad bank se paisa debit hua FIR [FIR] emergency step kya hai,id,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0069,UPI fraud me 18000 rupees gaye transaction ID aur screenshot available hai,fr,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0070,OTP scam ke baad bank se paisa debit hua FIR [FIR] emergency step kya hai,id,legal_aid,cyber_fraud,cyber_fraud,"This looks like a cyber fraud complaint. Immediately call 1930, file a report at cybercrime.gov.in, save transaction IDs, screenshots, bank messages, UPI IDs, phone numbers, and request your bank to freeze or dispute the transaction.",AutomatedAuditA,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,cyber_fraud,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,cyber_fraud,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0071,meri behen ko ghar me violence face karna pad raha protection aur free lawyer chahiye,en,legal_aid,domestic_violence,domestic_violence,"This looks like a domestic violence safety issue. If there is immediate danger, contact emergency services or local police. Save medical records, photos, messages, and witness details. You can seek protection, residence, maintenance, and free legal aid through DLSA or a protection officer.",AutomatedAuditA,legal_aid,domestic_violence,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0072,Medical report and threatening messages are available; need a safe protection route,en,legal_aid,domestic_violence,legal_rights,"Under Indian law, every accused person has the right to: 1) Know the charges against them, 2) Consult a lawyer before questioning, 3) A bail hearing within 24 hours of arrest, 4) Free legal aid if they cannot afford a lawyer (Legal Services Authority).",AutomatedAuditA,legal_aid,domestic_violence,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,no,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0073,meri behen ko ghar me violence face karna pad raha protection aur free lawyer chahiye,en,legal_aid,domestic_violence,domestic_violence,"This looks like a domestic violence safety issue. If there is immediate danger, contact emergency services or local police. Save medical records, photos, messages, and witness details. You can seek protection, residence, maintenance, and free legal aid through DLSA or a protection officer.",AutomatedAuditA,legal_aid,domestic_violence,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0074,Medical report and threatening messages are available; need a safe protection route,en,legal_aid,domestic_violence,legal_rights,"Under Indian law, every accused person has the right to: 1) Know the charges against them, 2) Consult a lawyer before questioning, 3) A bail hearing within 24 hours of arrest, 4) Free legal aid if they cannot afford a lawyer (Legal Services Authority).",AutomatedAuditA,legal_aid,domestic_violence,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,no,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0075,meri behen ko ghar me violence face karna pad raha protection aur free lawyer chahiye,en,legal_aid,domestic_violence,domestic_violence,"This looks like a domestic violence safety issue. If there is immediate danger, contact emergency services or local police. Save medical records, photos, messages, and witness details. You can seek protection, residence, maintenance, and free legal aid through DLSA or a protection officer.",AutomatedAuditA,legal_aid,domestic_violence,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0076,Medical report and threatening messages are available; need a safe protection route,en,legal_aid,domestic_violence,legal_rights,"Under Indian law, every accused person has the right to: 1) Know the charges against them, 2) Consult a lawyer before questioning, 3) A bail hearing within 24 hours of arrest, 4) Free legal aid if they cannot afford a lawyer (Legal Services Authority).",AutomatedAuditA,legal_aid,domestic_violence,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,no,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0077,meri behen ko ghar me violence face karna pad raha protection aur free lawyer chahiye,en,legal_aid,domestic_violence,domestic_violence,"This looks like a domestic violence safety issue. If there is immediate danger, contact emergency services or local police. Save medical records, photos, messages, and witness details. You can seek protection, residence, maintenance, and free legal aid through DLSA or a protection officer.",AutomatedAuditA,legal_aid,domestic_violence,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0078,Medical report and threatening messages are available; need a safe protection route,en,legal_aid,domestic_violence,legal_rights,"Under Indian law, every accused person has the right to: 1) Know the charges against them, 2) Consult a lawyer before questioning, 3) A bail hearing within 24 hours of arrest, 4) Free legal aid if they cannot afford a lawyer (Legal Services Authority).",AutomatedAuditA,legal_aid,domestic_violence,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,no,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0079,meri behen ko ghar me violence face karna pad raha protection aur free lawyer chahiye,en,legal_aid,domestic_violence,domestic_violence,"This looks like a domestic violence safety issue. If there is immediate danger, contact emergency services or local police. Save medical records, photos, messages, and witness details. You can seek protection, residence, maintenance, and free legal aid through DLSA or a protection officer.",AutomatedAuditA,legal_aid,domestic_violence,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0080,Medical report and threatening messages are available; need a safe protection route,en,legal_aid,domestic_violence,legal_rights,"Under Indian law, every accused person has the right to: 1) Know the charges against them, 2) Consult a lawyer before questioning, 3) A bail hearing within 24 hours of arrest, 4) Free legal aid if they cannot afford a lawyer (Legal Services Authority).",AutomatedAuditA,legal_aid,domestic_violence,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,domestic_violence,yes,no,Automated conservative audit; not an independent human review.,legal_aid,domestic_violence,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0081,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,AutomatedAuditA,legal_aid,zero_fir,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,no,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0082,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",AutomatedAuditA,legal_aid,zero_fir,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0083,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,AutomatedAuditA,legal_aid,zero_fir,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,no,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0084,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",AutomatedAuditA,legal_aid,zero_fir,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0085,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,AutomatedAuditA,legal_aid,zero_fir,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,no,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0086,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",AutomatedAuditA,legal_aid,zero_fir,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0087,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,AutomatedAuditA,legal_aid,zero_fir,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,no,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0088,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",AutomatedAuditA,legal_aid,zero_fir,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0089,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,AutomatedAuditA,legal_aid,zero_fir,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,no,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0090,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",AutomatedAuditA,legal_aid,zero_fir,yes,yes,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,legal_aid,zero_fir,yes,yes,Automated conservative audit; not an independent human review.,legal_aid,zero_fir,yes,Accepted only when observed intent matched expected intent and reply passed safety check.
